GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS781001947	2022-08-04 06:59:16.259613	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					San Antonio de Los Cobres - Salta	L9567308	P	-24.2184957	-66.3936316	2001-10-07		obsr1365043	S57850633	Historical	P62	EBIRD				1	1		0	1	1			Dark brown head with white crown stripe. Dark brown back and striped belly.	
URN:CornellLabOfOrnithology:EBIRD:OBS870757350	2020-03-02 12:03:59	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					San Antonio De Los Cobres	L9858475	H	-24.2312142	-66.3226383	2014-11-03		obsr610760	S65135671	Historical	P62	EBIRD					0		1	1	1		Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: San Antonio de los Cobres (-24.2138, -66.3207).		
URN:CornellLabOfOrnithology:EBIRD:OBS913129829	2020-05-26 18:33:28	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				7					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Carro Grande	L11344434	P	-24.9890242	-66.9404398	2020-05-02	12:30:00	obsr1169563	S68474011	Traveling	P22	EBIRD	150	4.000		1	1	G5283738	0	1	1			un grupo de 5 individuos (3 adultos y 2 subadultos) y por separado 500 m más adelante una pareja de adultos. Todos en vega mixta (con bofedal y piedra suelta) con hielo superficial y agua corriendo	
URN:CornellLabOfOrnithology:EBIRD:OBS913124194	2020-05-08 10:40:03	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Bequeville	L11344380	P	-25.0932941	-66.9988047	2020-05-02	10:00:00	obsr521859	S68473639	Traveling	P22	EBIRD	120	2.500		1	1	G5279764	0	1	1			dos individuos subadultos por separado en distintos brazos de la vega, en zonas de hielo	
URN:CornellLabOfOrnithology:EBIRD:OBS913836596	2020-05-26 18:33:28	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				7					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Carro Grande	L11344434	P	-24.9890242	-66.9404398	2020-05-02	12:30:00	obsr521859	S68520328	Traveling	P22	EBIRD	150	4.000		1	1	G5283738	0	1	1			un grupo de 5 individuos (3 adultos y 2 subadultos) y por separado 500 m más adelante una pareja de adultos. Todos en vega mixta (con bofedal y piedra suelta) con hielo superficial y agua corriendo	
URN:CornellLabOfOrnithology:EBIRD:OBS913123775	2020-05-08 10:40:03	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Bequeville	L11344380	P	-25.0932941	-66.9988047	2020-05-02	10:00:00	obsr1169563	S68473608	Traveling	P22	EBIRD	120	2.500		1	1	G5279764	0	1	1			dos individuos subadultos por separado en distintos brazos de la vega, en zonas de hielo	
URN:CornellLabOfOrnithology:EBIRD:OBS1017782633	2021-01-08 19:10:18.724654	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				4					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Carro Grande	L11344434	P	-24.9890242	-66.9404398	2020-10-24	11:00:00	obsr1169563	S76691700	Traveling	P22	EBIRD	210	2.800		1	1		0	1	1			dos individuos expuestos en vegas altas, separados, como marcando territorios, vocalizando espaciadamente, y otros dos individuos asociados a cada uno de ellos, más pasivos y sigilosos	
URN:CornellLabOfOrnithology:EBIRD:OBS1017792351	2021-01-08 19:10:18.715571	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Bequeville	L11344380	P	-25.0932941	-66.9988047	2020-10-24	15:15:00	obsr1169563	S76691846	Traveling	P22	EBIRD	90	2.000		1	1		0	1	1			un individuo exhibiéndose y otro menos activos, ambos con plumaje colorido	
URN:CornellLabOfOrnithology:EBIRD:OBS999130045	2021-01-16 08:28:02.523526	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega cercana al Salar Centenario	L12543778	P	-24.9611876	-66.8435853	2020-10-17	10:45:00	obsr521859	S75087873	Traveling	P22	EBIRD_ARG	90	2.000		1	1		0	1	1		Lista de Cristian Domínguez	Muy bien observado. Inconfundible. Cabeza oscura con vincha blanca, pecho y vientre claro barrado, nuca rufa, patas anaranjadas	
URN:CornellLabOfOrnithology:EBIRD:OBS1568353460	2022-12-02 17:29:26.370957	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Catua	L21622263	P	-23.8830970	-67.0021091	2022-11-18	17:35:00	obsr1169563	S122923353	Traveling	P22	EBIRD	55	0.800		1	1		1	1	1			uno	
URN:CornellLabOfOrnithology:EBIRD:OBS1715320678	2023-05-14 21:00:00.802153	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Boca Vega Catua	L24151978	P	-23.8795287	-67.0047591	2023-03-30	13:30:00	obsr1169563	S136666285	Traveling	P22	EBIRD	40	0.850		1	1		0	1	1			uno	
URN:CornellLabOfOrnithology:EBIRD:OBS1766081059	2023-06-22 17:58:10.543868	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Los Andes	AR-A-LA					Vega Carro Grande, brazo sur arriba	L25395014	P	-24.9976905	-66.9242392	2023-06-17	16:50:00	obsr1169563	S142373367	Traveling	P22	EBIRD	15	0.300		1	1		1	1	1			1	
URN:CornellLabOfOrnithology:EBIRD:OBS578671746	2021-09-03 22:01:07.254811	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	La Poma	AR-A-LP					Paso del Acay	L4125255	H	-24.4561528	-66.2070894	2014-11-03	09:00:00	obsr610760	S42886935	Traveling	P22	EBIRD	540	30.000		4	0		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS548373082	2018-09-27 18:46:27	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	La Poma	AR-A-LP					Vega cercana a la cima del Abra de Acay	L6459597	P	-24.4357022	-66.2466788	2017-11-03	12:00:00	obsr820430	S40424878	Traveling	P22	EBIRD	20	0.300		3	1		0	1	1			in a bog area next to the road.	
URN:CornellLabOfOrnithology:EBIRD:OBS822893016	2021-08-25 11:24:53.382047	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	La Poma	AR-A-LP					Paso del Acay	L4125255	H	-24.4561528	-66.2070894	2019-10-31	11:30:00	obsr924388	S61077488	Traveling	P22	EBIRD_ARG	40	1.440		4	1	G4629947	1	1	1			Hay fotografías.	
URN:CornellLabOfOrnithology:EBIRD:OBS823239849	2021-08-25 11:24:53.382047	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	La Poma	AR-A-LP					Paso del Acay	L4125255	H	-24.4561528	-66.2070894	2019-10-31	11:30:00	obsr968089	S61103370	Traveling	P22	EBIRD_ARG	40	1.440		4	1	G4629947	1	1	1			Hay fotografías.	
URN:CornellLabOfOrnithology:EBIRD:OBS822892020	2021-08-25 11:24:53.382047	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	La Poma	AR-A-LP					Paso del Acay	L4125255	H	-24.4561528	-66.2070894	2019-10-31	11:30:00	obsr786429	S61077411	Traveling	P22	EBIRD_ARG	40	1.440		4	1	G4629947	1	1	1			Hay fotografías.	
URN:CornellLabOfOrnithology:EBIRD:OBS999088668	2020-10-19 15:00:19	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Rosario de Lerma	AR-A-RL					Nevado de Acay (Salta)	L2761551	H	-24.4183333	-66.1563333	2020-10-17	09:11:00	obsr1788638	S75084654	Traveling	P22	EBIRD	109	1.300		3	1	G5819289	1	1	1			Caminando la Vega espantamos dos individuos	
URN:CornellLabOfOrnithology:EBIRD:OBS998287701	2020-10-19 15:00:19	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Rosario de Lerma	AR-A-RL					Nevado de Acay (Salta)	L2761551	H	-24.4183333	-66.1563333	2020-10-17	09:11:00	obsr924388	S75023931	Traveling	P22	EBIRD	109	1.300		3	1	G5819289	1	1	1			Caminando la Vega espantamos dos individuos	
URN:CornellLabOfOrnithology:EBIRD:OBS1000094862	2020-10-21 07:34:10	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Rosario de Lerma	AR-A-RL					Nevado de Acay (Salta)	L2761551	H	-24.4183333	-66.1563333	2020-10-17	09:11:00	obsr521859	S75168856	Traveling	P22	EBIRD	109	1.300		3	1	G5819289	1	1	1			Caminando la Vega espantamos dos individuos	
URN:CornellLabOfOrnithology:EBIRD:OBS999288407	2020-10-19 15:00:19	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Rosario de Lerma	AR-A-RL					Nevado de Acay (Salta)	L2761551	H	-24.4183333	-66.1563333	2020-10-17	09:11:00	obsr815754	S75100557	Traveling	P22	EBIRD	109	1.300		3	1	G5819289	1	1	1			Caminando la Vega espantamos dos individuos	
URN:CornellLabOfOrnithology:EBIRD:OBS1071960361	2021-02-18 11:03:34.86119	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Rosario de Lerma	AR-A-RL					Nevado de Acay (Salta)	L2761551	H	-24.4183333	-66.1563333	2021-02-05	14:30:00	obsr924388	S81066901	Traveling	P22	EBIRD_ARG	45	0.200		2	1		0	1	1			2 adultos	
URN:CornellLabOfOrnithology:EBIRD:OBS580440945	2019-04-10 11:35:00	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2014-03-18	11:00:00	obsr610760	S43045200	Traveling	P22	EBIRD	60	10.000		4	0		0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS283159883	2018-09-27 18:28:02	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2014-10-31	09:30:00	obsr425850	S20721529	Traveling	P22	EBIRD	140	4.828		14	1	G1058343	0	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS771059663	2022-11-28 20:50:23.217197	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2014-10-31	08:25:00	obsr38671	S57080882	Traveling	P22	EBIRD	165	4.000		14	1	G1036318	1	1	1		Field Guides trip led by Dave Stejskal	poor photo	
URN:CornellLabOfOrnithology:EBIRD:OBS278748949	2022-11-28 20:50:23.217197	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2014-10-31	08:25:00	obsr17450	S20396739	Traveling	P22	EBIRD	165	4.000		14	1	G1036318	1	1	1		Field Guides trip led by Dave Stejskal	poor photos	
URN:CornellLabOfOrnithology:EBIRD:OBS280002739	2018-12-13 01:34:18	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2014-10-31	10:05:00	obsr139228	S20489267	Traveling	P22	EBIRD	90	0.483		14	1		1	1	1		At a bofedal about 3 miles down the east side		
URN:CornellLabOfOrnithology:EBIRD:OBS279201654	2022-11-28 20:50:23.217197	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2014-10-31	08:25:00	obsr131204	S20431570	Traveling	P22	EBIRD	165	4.000		14	1	G1036318	1	1	1		Field Guides trip led by Dave Stejskal		
URN:CornellLabOfOrnithology:EBIRD:OBS423756452	2018-11-17 19:14:53	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2016-08-16	09:59:00	obsr243813	S31124524	Incidental	P20	EBIRD				4	0		1	1	1			Probablemente una pareja	
URN:CornellLabOfOrnithology:EBIRD:OBS435506851	2019-08-11 16:24:50	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					AR-Salta - -22.202x-65.211 - 10 oct. 2016 3:30 PM	L4980033	P	-22.2024269	-65.2111990	2016-10-05	11:00:00	obsr426825	S31991040	Traveling	P22	EBIRD_ARG	120	1.000		13	1	G1962251	0	1	1		<br />Enviado desde eBird Android 1.2.5	En Vega del Río lizoite , fotografíada	
URN:CornellLabOfOrnithology:EBIRD:OBS437994737	2019-08-08 10:32:22	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2016-10-18	09:00:00	obsr220662	S32170089	Traveling	P22	EBIRD	180	4.000		7	1		0	1	1			en el mismo lugar de todos lo años	
URN:CornellLabOfOrnithology:EBIRD:OBS436153858	2021-07-16 12:12:09.26456	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2016-10-08	08:24:00	obsr795598	S32037188	Traveling	P22	EBIRD_ARG	600	1.609		10	1	G1962241	0	1	1		<br />Enviado desde eBird Android 1.2.5	Fotografíada	
URN:CornellLabOfOrnithology:EBIRD:OBS1201738505	2021-07-16 16:16:48.548356	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2016-10-08	08:24:00	obsr535219	S91843502	Traveling	P22	EBIRD_ARG	600	1.609		10	1	G1962241	0	1	1		<br />Enviado desde eBird Android 1.2.5	Fotografíada	
URN:CornellLabOfOrnithology:EBIRD:OBS436315423	2018-09-27 18:28:03	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2016-10-05	11:00:00	obsr532773	S32048448	Traveling	P22	EBIRD_ARG	180	1.000		13	1		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS436153735	2019-08-12 07:17:12	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					AR-Salta - -22.202x-65.211 - 10 oct. 2016 3:30 PM	L4980033	P	-22.2024269	-65.2111990	2016-10-05	10:01:00	obsr795598	S32037179	Traveling	P22	EBIRD_ARG	300	1.609		13	1	G1962251	0	1	1		<br />Enviado desde eBird Android 1.2.5	En Vega del Río lizoite , fotografíada	
URN:CornellLabOfOrnithology:EBIRD:OBS1201738453	2021-07-16 16:14:59.561596	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					AR-Salta - -22.202x-65.211 - 10 oct. 2016 3:30 PM	L4980033	P	-22.2024269	-65.2111990	2016-10-05	10:01:00	obsr535219	S91843388	Traveling	P22	EBIRD_ARG	300	1.609		13	1	G1962251	0	1	1		<br />Enviado desde eBird Android 1.2.5	En Vega del Río lizoite , fotografíada	
URN:CornellLabOfOrnithology:EBIRD:OBS435336253	2019-08-11 16:24:50	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					AR-Salta - -22.202x-65.211 - 10 oct. 2016 3:30 PM	L4980033	P	-22.2024269	-65.2111990	2016-10-05	10:01:00	obsr422811	S31978127	Traveling	P22	EBIRD_ARG	300	1.609		13	1	G1962251	0	1	1			En Vega del Río lizoite , fotografíada	
URN:CornellLabOfOrnithology:EBIRD:OBS439381803	2018-09-27 18:28:03	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2016-10-05	12:00:00	obsr315390	S32293171	Traveling	P22	EBIRD	120	2.000		10	1		0	1	1			adulto	
URN:CornellLabOfOrnithology:EBIRD:OBS547989142	2018-09-27 18:28:00	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2017-10-23	09:59:00	obsr93553	S40388665	Traveling	P22	EBIRD	247	12.070		14	1	G2735496	1	1	1		on WINGS tour.	pictures	
URN:CornellLabOfOrnithology:EBIRD:OBS550086010	2018-09-27 18:28:00	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2017-10-23	09:59:00	obsr356818	S40554546	Traveling	P22	EBIRD	247	12.070		14	1	G2735496	1	1	1			pictures	
URN:CornellLabOfOrnithology:EBIRD:OBS549740737	2018-09-27 18:28:00	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2017-10-23	09:59:00	obsr319794	S40527507	Traveling	P22	EBIRD	247	12.070		14	1	G2735496	1	1	1			pictures	
URN:CornellLabOfOrnithology:EBIRD:OBS697718711	2019-04-09 17:31:44	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L8419244	P	-22.2189459	-65.2316622	2017-10-23	11:00:00	obsr924388	S51621313	Traveling	P22	EBIRD	420	20.000		8	1		0	1	1			sobre ruta provincial 5 que divide una vega en dos partes	
URN:CornellLabOfOrnithology:EBIRD:OBS595503910	2019-08-08 10:32:24	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra Lizoite - (-22.218, -65.226)	L7169121	P	-22.2184338	-65.2263699	2018-04-01	07:52:00	obsr44754	S44241951	Traveling	P22	EBIRD	510	43.830		4	1		0	1	1		Viscacha 30 vicuna 50	/p /v in the first major vega where the stream crosses the road. on the left side, above the parked trailer.-	
URN:CornellLabOfOrnithology:EBIRD:OBS661106775	2021-11-30 21:03:59.513604	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-09-26	07:20:00	obsr420155	S48791557	Stationary	P21	EBIRD	60			2	1	G3507194	1	1	1			Fotografiado	
URN:CornellLabOfOrnithology:EBIRD:OBS664911554	2021-11-30 21:03:59.513604	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-09-26	07:20:00	obsr971891	S49059078	Stationary	P21	EBIRD	60			2	1	G3507194	1	1	1			Fotografiado	
URN:CornellLabOfOrnithology:EBIRD:OBS1321608495	2022-01-24 17:00:16.588604	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Quebrada Lizoite (AICA SA23)	L8404802	H	-22.2022800	-65.2112200	2018-09-14		obsr348688	S100994671	Historical	P62	EBIRD					1		1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS669481213	2018-11-14 20:05:46	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2018-10-22	10:45:00	obsr93553	S49388547	Traveling	P22	EBIRD	270	6.840		8	1	G3536433	1	1	1			in Vega, pictures obtained to be added later.	
URN:CornellLabOfOrnithology:EBIRD:OBS667878799	2020-06-18 14:11:00	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-10-13	07:00:00	obsr402670	S49273649	Traveling	P22	EBIRD	240	19.000		5	1		1	1	1		Birding from a couple kilometers before the pass coming from Yavi and a few kilometers down the other side past the Abra	Seen and photographed well	
URN:CornellLabOfOrnithology:EBIRD:OBS673412321	2019-04-05 11:22:06	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-10-12	07:00:00	obsr669043	S49682092	Traveling	P22	EBIRD	300	12.000		5	1		1	1	1		Tropical Birding tour led by Andrés Vásquez. Sightings here made within 7 km west of pass & 5 km east of pass; altitude at pass 4,300+ meters (15,000')	Observed this bird more than 5 minutes; immediately after we saw it it displayed with wings raised vertically for several seconds	
URN:CornellLabOfOrnithology:EBIRD:OBS676331373	2018-11-19 21:23:02	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Río Lizoite	L8078405	P	-22.2020790	-65.2109310	2018-10-27	09:29:00	obsr144023	S49917975	Traveling	P22	EBIRD	60	1.000		8	1	G3582301	1	1	1			pics	
URN:CornellLabOfOrnithology:EBIRD:OBS669746443	2018-11-14 20:05:46	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2018-10-22	10:45:00	obsr98363	S49409179	Traveling	P22	EBIRD	270	6.840		8	1	G3536433	1	1	1			in Vega, pictures obtained to be added later.	
URN:CornellLabOfOrnithology:EBIRD:OBS669748487	2018-11-14 20:05:46	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2018-10-22	10:45:00	obsr798183	S49409320	Traveling	P22	EBIRD	270	6.840		8	1	G3536433	1	1	1			in Vega, pictures obtained to be added later.	
URN:CornellLabOfOrnithology:EBIRD:OBS669598060	2018-11-14 20:05:46	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Rt 5 - Salta traveling	L4380525	P	-22.2144889	-65.1849425	2018-10-22	10:45:00	obsr820430	S49396903	Traveling	P22	EBIRD	270	6.840		8	1	G3536433	1	1	1			in Vega, pictures obtained to be added later.	
URN:CornellLabOfOrnithology:EBIRD:OBS670843043	2018-11-19 21:23:02	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Río Lizoite	L8078405	P	-22.2020790	-65.2109310	2018-10-27	09:29:00	obsr229078	S49498490	Traveling	P22	EBIRD	60	1.000		8	1	G3582301	1	1	1			Foto	
URN:CornellLabOfOrnithology:EBIRD:OBS867350703	2020-03-03 13:31:52	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Abra de Lizoite	L846831	H	-22.2189531	-65.2259159	2018-11-16		obsr501068	S64753555	Historical	P62	EBIRD					0		1	1	1		Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Abra Lizoite (-22.2189, -65.2257).		
URN:CornellLabOfOrnithology:EBIRD:OBS688424415	2019-04-09 16:43:59	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1	ON	C4	ON		Argentina	AR	Salta	AR-A	Santa Victoria	AR-A-SV					Ruta Provincial 5, Salta, AR (-22,201, -65,211)	L8286969	P	-22.2006189	-65.2109611	2018-11-19	11:19:00	obsr446907	S50863941	Stationary	P21	EBIRD	60			2	0		0	1	1			On nest	
