GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS788317738	2021-01-05 07:03:17.312902	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9691015	P	-11.5806647	-76.2632069	2019-07-13	13:38:00	obsr288395	S58437265	Traveling	P22	EBIRD	88	3.412		5	1	G4383567	0	1	0		W Ramiro yabar, top of the pass		
URN:CornellLabOfOrnithology:EBIRD:OBS842341412	2022-03-08 13:19:14.121053	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2019-07-25	07:30:00	obsr522801	S62643794	Traveling	P22	EBIRD	240	10.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1654110385	2023-03-12 15:04:49.673758	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9691015	P	-11.5806647	-76.2632069	2019-07-13	13:38:00	obsr295489	S130769719	Traveling	P22	EBIRD	88	3.412		5	1	G4383567	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1020763216	2020-11-30 12:52:11.837864	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2019-07-16	12:51:00	obsr959094	S76907041	Stationary	P21	EBIRD	41			4	1	G4368100	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS789559760	2020-02-09 08:00:40	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.608, -76.238)	L9711184	P	-11.6079800	-76.2377245	2019-07-28	09:39:00	obsr959094	S58536431	Stationary	P21	EBIRD	38			4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS789472351	2019-07-28 19:07:54	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2019-07-16	12:51:00	obsr1057664	S58529476	Stationary	P21	EBIRD	41			4	1	G4368100	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS788232728	2021-01-05 07:03:17.301301	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9691015	P	-11.5806647	-76.2632069	2019-07-13	13:38:00	obsr188579	S58430499	Traveling	P22	EBIRD	88	3.412		5	1	G4383567	0	1	0		W Ramiro yabar, top of the pass		
URN:CornellLabOfOrnithology:EBIRD:OBS785928431	2019-07-18 12:32:18	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2019-07-16	12:51:00	obsr452744	S58244085	Stationary	P21	EBIRD	41			4	1	G4368100	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1006683434	2020-11-03 12:39:08	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2019-07-16	12:51:00	obsr144863	S75785308	Stationary	P21	EBIRD	41			4	1	G4368100	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS798320864	2020-09-10 20:05:28	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2019-08-20	08:43:00	obsr1079445	S59132998	Traveling	P22	EBIRD	71	1.053		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS841309977	2022-03-08 12:42:54.763865	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Peru	PE	Lima	PE-LIM			PE_14785				Valle de Santa Eulalia--Cerro Milloc	L1312080	H	-11.5953207	-76.3658381	2019-08-10	09:30:00	obsr550956	S62560099	Traveling	P22	EBIRD	240	20.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS797284188	2019-08-24 22:44:09	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Bofedales de Milloq	L6473994	P	-11.5805645	-76.2620580	2019-08-17	14:55:00	obsr751810	S59188606	Traveling	P22	EBIRD	50	0.500		4	1	G4452264	1	1	0		This bofedal is a good spot for the diademed sandpiper plover and the white-bellied cinclodes, although the latter did not show up today.		
URN:CornellLabOfOrnithology:EBIRD:OBS797295979	2019-08-24 22:44:09	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Bofedales de Milloq	L6473994	P	-11.5805645	-76.2620580	2019-08-17	14:55:00	obsr205131	S59189543	Traveling	P22	EBIRD	50	0.500		4	1	G4452264	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS835416344	2021-01-05 07:03:16.274738	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				X					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2019-09-12	07:00:00	obsr522801	S62099441	Traveling	P22	EBIRD	300	15.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS804368675	2019-09-12 19:10:53	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_25154				Lima Region, PE (-10.376, -76.893)	L9907940	P	-10.3757393	-76.8932627	2019-09-08	16:00:00	obsr632486	S59719582	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS836181010	2019-12-22 16:32:48	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM							Valle de Santa Eulalia--Pantanos	L2019202	H	-11.5836335	-76.3302612	2019-10-07	09:15:00	obsr1459311	S62156968	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS815066201	2020-04-30 03:30:02	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Marcopomacocha	L10015561	P	-11.5800383	-76.2632087	2019-10-10	10:35:00	obsr828883	S60514714	Traveling	P22	EBIRD_PE	25	0.990		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1580625613	2022-12-13 06:18:34.092406	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14785				Laguna Milloc	L2667884	H	-11.5774786	-76.3564396	2019-10-18	09:21:00	obsr741807	S60730201	Traveling	P22	EBIRD	50	3.000		3	1	G4642894	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS832168727	2021-01-05 07:03:14.129272	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2019-11-26	07:00:00	obsr162833	S61775175	Traveling	P22	EBIRD	420	20.000		7	1	G4916870	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS856903387	2021-01-05 07:03:14.158585	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2019-11-26	07:00:00	obsr800441	S63850190	Traveling	P22	EBIRD	420	20.000		7	1	G4916870	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS863734118	2021-01-05 07:03:12.985024	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2020-02-13	09:39:00	obsr670663	S64430065	Traveling	P22	EBIRD	250	48.280		5	1	G4972933	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS863730768	2021-01-05 07:03:13.005984	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2020-02-13	09:39:00	obsr917489	S64429751	Traveling	P22	EBIRD	250	48.280		5	1	G4972933	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS917603887	2023-02-27 16:02:23.169795	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM							bosque del amor	L7375438	P	-12.1109981	-75.8308983	2020-05-08	06:00:00	obsr625514	S68769711	Traveling	P22	EBIRD	120	3.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993073661	2020-10-09 12:12:38	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.262)	L12455818	P	-11.5810068	-76.2617669	2020-10-08	11:11:00	obsr452744	S74587821	Traveling	P22	EBIRD	41	0.390		1	1		1	1	0		High altitude bog and adjacent puna		
URN:CornellLabOfOrnithology:EBIRD:OBS1796026334	2023-08-02 21:01:29.456008	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				DSP bog Lima PE-Lima (-11.5811,-76.2627)	L25375986	P	-11.5810570	-76.2626970	2020-11-27	09:29:00	obsr1472207	S146306140	Traveling	P22	EBIRD	50	0.300		2	1	G10654554	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1765452433	2023-08-02 21:01:29.456008	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				DSP bog Lima PE-Lima (-11.5811,-76.2627)	L25375986	P	-11.5810570	-76.2626970	2020-11-27	09:29:00	obsr144863	S142294839	Traveling	P22	EBIRD	50	0.300		2	1	G10654554	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1043982903	2021-01-04 09:21:15.628776	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2020-12-12	12:01:00	obsr731135	S78638044	Traveling	P22	EBIRD	90	7.370		3	1	G6107042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1183411981	2021-06-15 23:33:13.015659	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2020-12-12	12:01:00	obsr921581	S90258258	Traveling	P22	EBIRD	90	7.370		3	1	G6107042	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1131686681	2021-04-29 18:15:26.508851	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2021-04-24	07:25:00	obsr1195126	S86335458	Traveling	P22	EBIRD	403	14.050		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1208471506	2021-07-28 20:43:57.589786	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2021-07-27	14:51:00	obsr857176	S92441464	Stationary	P21	EBIRD	32			2	1	G7038698	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1207952199	2021-07-28 20:43:57.589786	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2021-07-27	14:51:00	obsr959094	S92396531	Stationary	P21	EBIRD	32			2	1	G7038698	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1194893393	2021-07-04 13:04:56.725375	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.581, -76.263)	L9653926	P	-11.5805145	-76.2630196	2021-07-01	13:37:00	obsr959094	S91238292	Traveling	P22	EBIRD	92	1.580		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1253496538	2021-10-10 16:22:20.337552	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2021-09-23	14:30:00	obsr122516	S95832134	Traveling	P22	EBIRD	120	6.437		3	1	G7282288	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1242419310	2021-09-23 00:23:04.155346	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.608, -76.238)	L9653920	P	-11.6082510	-76.2377094	2021-09-19	11:37:00	obsr959094	S95041689	Traveling	P22	EBIRD	235	5.005		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1268031623	2021-10-30 18:37:51.022025	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Marcapomacochas - Bofedal ML (-11.581, -76.263)	L16774006	P	-11.5808298	-76.2631151	2021-09-23	14:10:00	obsr657817	S96902502	Traveling	P22	EBIRD	65	7.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1253504762	2021-10-10 16:22:20.337552	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2021-09-23	14:30:00	obsr374659	S95832257	Traveling	P22	EBIRD	120	6.437		3	1	G7282288	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1660624695	2023-03-20 11:30:55.799129	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Pantano Ticlio	L2351137	H	-11.6033256	-76.2033734	2021-10-14	08:33:00	obsr1299656	S131375223	Traveling	P22	EBIRD	214	10.201		3	1	G7311378	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1248165452	2021-10-01 19:36:39.456786	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Auto selected -11.57987, -76.26558	L16519130	P	-11.5798710	-76.2655810	2021-10-01	17:22:00	obsr641071	S95450994	Traveling	P22	EBIRD	3	0.204		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1257737513	2021-10-14 14:09:05.263588	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Pantano Ticlio	L2351137	H	-11.6033256	-76.2033734	2021-10-14	08:33:00	obsr1079445	S96121049	Traveling	P22	EBIRD	214	10.201		3	1	G7311378	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1257737530	2021-10-14 14:09:05.263588	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Pantano Ticlio	L2351137	H	-11.6033256	-76.2033734	2021-10-14	08:33:00	obsr1240293	S96121050	Traveling	P22	EBIRD	214	10.201		3	1	G7311378	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1282831439	2021-11-23 20:22:54.634908	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM							Humedal Above Huantan, Gobierno Regional de Lima, PE (-12.453, -75.67)	L16957964	P	-12.4534102	-75.6697368	2021-11-22	11:03:00	obsr657817	S97990022	Traveling	P22	EBIRD	97	1.690		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1279983406	2021-11-21 09:28:42.725716	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Auto selected -11.58089, -76.26328	L16923068	P	-11.5808930	-76.2632820	2021-11-13	12:28:00	obsr959094	S97776387	Stationary	P21	EBIRD	85			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1323840633	2022-01-22 00:53:42.843128	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-01-21	14:28:00	obsr147141	S101168584	Traveling	P22	EBIRD	45	2.424		2	1	G7752454	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1323933195	2022-01-22 00:53:42.843128	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-01-21	14:28:00	obsr37316	S101175081	Traveling	P22	EBIRD	45	2.424		2	1	G7752454	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1325755498	2022-01-23 22:09:23.454124	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Marcapomacochas - Bofedal ML (-11.581, -76.263)	L16774006	P	-11.5808298	-76.2631151	2022-01-22	07:02:00	obsr657817	S101327059	Traveling	P22	EBIRD	136	3.840		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1339646952	2022-03-09 20:29:43.947458	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Auto selected -11.58190, -76.26384	L17603051	P	-11.5819000	-76.2638400	2022-02-11	09:45:00	obsr281892	S102445346	Traveling	P22	EBIRD	80	2.812		1	1	G7854996	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1339658655	2022-03-09 20:29:43.947458	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Auto selected -11.58190, -76.26384	L17603051	P	-11.5819000	-76.2638400	2022-02-11	09:45:00	obsr513687	S102446101	Traveling	P22	EBIRD	80	2.812		1	1	G7854996	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1375645098	2023-01-03 13:57:43.602453	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-03-26	08:09:00	obsr657817	S105662095	Traveling	P22	EBIRD	222	4.000		2	1	G8078190	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1377261524	2022-06-06 17:23:45.247901	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-03-28	08:18:00	obsr959094	S105800534	Traveling	P22	EBIRD	122	3.052		2	1	G8088344	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1375604091	2022-04-12 17:12:52.361364	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-03-26	06:13:00	obsr172033	S105659492	Traveling	P22	EBIRD	75	3.219		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1377274455	2022-06-06 17:23:45.247901	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-03-28	08:18:00	obsr1533463	S105801451	Traveling	P22	EBIRD	122	3.052		2	1	G8088344	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1377271608	2022-06-06 17:23:45.247901	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-03-28	08:18:00	obsr23890	S105801130	Traveling	P22	EBIRD	122	3.052		2	1	G8088344	1	1	0		We arrived via Rt 22, rain threatened and a few drops but it held off.  This area is basically tundra.		
URN:CornellLabOfOrnithology:EBIRD:OBS1427954092	2022-06-06 17:23:45.247901	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-03-28	08:18:00	obsr1472207	S110031058	Traveling	P22	EBIRD	122	3.052		2	1	G8088344	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1375488072	2023-01-03 13:57:43.602453	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-03-26	08:09:00	obsr413715	S105647985	Traveling	P22	EBIRD	222	4.000		2	1	G8078190	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1427953728	2022-05-14 11:58:30.131378	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-04-21	06:54:00	obsr1472207	S110031026	Traveling	P22	EBIRD	222	3.005		2	1	G8364973	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1435826177	2022-05-19 15:15:21.469776	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Pantano Ticlio	L2351137	H	-11.6033256	-76.2033734	2022-04-14	12:57:00	obsr1928232	S110682339	Traveling	P22	EBIRD	53	0.700		1	1	G8416713	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1435818418	2022-05-19 15:08:46.228698	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Pantano Ticlio	L2351137	H	-11.6033256	-76.2033734	2022-04-14	12:57:00	obsr2733039	S110681813	Traveling	P22	EBIRD	53	0.700		1	1	G8416713	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399625184	2022-05-14 11:58:30.131378	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-04-21	06:54:00	obsr959094	S107669159	Traveling	P22	EBIRD	222	3.005		2	1	G8364973	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1592856511	2022-12-30 18:27:47.777641	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Lima 116, Gobierno Regional de Lima, PE (-11.594, -76.249)	L9653923	P	-11.5941803	-76.2490794	2022-04-21	06:54:00	obsr601673	S124933689	Traveling	P22	EBIRD	222	3.005		2	1	G8364973	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1393855555	2022-05-19 15:08:46.228698	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				1					Peru	PE	Lima	PE-LIM			PE_14790				Pantano Ticlio	L2351137	H	-11.6033256	-76.2033734	2022-04-14	12:57:00	obsr1081568	S107185290	Traveling	P22	EBIRD	53	0.700		1	1	G8416713	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1428659973	2022-05-15 14:18:54.232926	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				3					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-05-14	09:42:00	obsr1136248	S110091826	Traveling	P22	EBIRD_PE	59	0.795		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1440774159	2022-05-23 20:25:15.360035	5882	species	avibase-0BFE075B	Diademed Sandpiper-Plover	Phegornis mitchellii				2					Peru	PE	Lima	PE-LIM			PE_14790				Paso Marcopomacocha	L8221770	H	-11.5776774	-76.2663719	2022-05-21	13:28:00	obsr339724	S111127754	Stationary	P21	EBIRD	9			5	1	G8437703	0	1	0				
